ID_Edificacion,Nombre_Patrimonio,Ciudad,Departamento,Edad_Estructura_Anios,Material_Principal,Precipitacion_Anual_mm,Humedad_Prom_Anual_pct,PM10_Promedio_ugm3,Distancia_Via_Principal_m,Nivel_Deterioro_Actual
BIC-0207,Edificacion_Patrimonial_207,Cartagena,Bolívar,69,Mamposteria,1021.9,91.0,41.4,161.2,Bajo
BIC-0208,Edificacion_Patrimonial_208,Mompox,Bolívar,110,Piedra_Concreto,1155.5,85.4,7.0,122.6,Bajo
BIC-0209,Edificacion_Patrimonial_209,Villa de Leyva,Boyacá,154,Piedra_Coralina,835.3,68.5,21.9,125.2,Bajo
BIC-0210,Edificacion_Patrimonial_210,Santa Marta,Magdalena,103,Ladrillo,1088.9,80.6,39.5,170.0,Bajo
BIC-0211,Edificacion_Patrimonial_211,Bogotá,Cundinamarca,316,Piedra_Coralina,771.1,83.7,57.0,8.5,Alto
BIC-0212,Edificacion_Patrimonial_212,Santa Marta,Magdalena,67,Mamposteria,927.1,83.1,41.3,69.0,Bajo
BIC-0213,Edificacion_Patrimonial_213,Medellín,Antioquia,288,Ladrillo,1693.6,68.2,61.2,22.3,Medio
BIC-0214,Edificacion_Patrimonial_214,Popayán,Cauca,109,Piedra_Concreto,2121.2,83.5,23.9,129.9,Bajo
BIC-0215,Edificacion_Patrimonial_215,Cali,Valle del Cauca,111,Mamposteria,1637.4,66.9,30.4,439.4,Bajo
BIC-0216,Edificacion_Patrimonial_216,Bogotá,Cundinamarca,50,Piedra_Concreto,1040.2,74.5,72.8,206.7,Bajo
BIC-0217,Edificacion_Patrimonial_217,Mompox,Bolívar,136,Piedra_Concreto,1288.4,87.3,-0.8,243.5,Bajo
BIC-0218,Edificacion_Patrimonial_218,Mompox,Bolívar,192,Piedra_Ladrillo,1074.6,90.9,22.8,14.1,Medio
BIC-0219,Edificacion_Patrimonial_219,Villa de Leyva,Boyacá,189,Piedra_Concreto,926.1,62.2,11.3,355.4,Bajo
BIC-0220,Edificacion_Patrimonial_220,Barichara,Santander,175,Mamposteria,1070.9,53.7,14.5,204.6,Bajo
BIC-0221,Edificacion_Patrimonial_221,Mompox,Bolívar,211,Ladrillo,915.1,89.7,-2.4,17.9,Medio
BIC-0222,Edificacion_Patrimonial_222,Cali,Valle del Cauca,179,Piedra_Coralina,1471.3,77.0,32.5,39.3,Medio
BIC-0223,Edificacion_Patrimonial_223,Santa Marta,Magdalena,112,Piedra_Concreto,1014.7,79.8,34.8,26.9,Medio
BIC-0224,Edificacion_Patrimonial_224,Cartagena,Bolívar,50,Piedra_Concreto,1075.4,80.7,47.3,28.6,Medio
BIC-0225,Edificacion_Patrimonial_225,Popayán,Cauca,270,Piedra_Concreto,2185.0,76.3,21.5,3.7,Medio
BIC-0226,Edificacion_Patrimonial_226,Mompox,Bolívar,217,Mamposteria,1322.3,90.1,14.1,163.8,Bajo
BIC-0227,Edificacion_Patrimonial_227,Villa de Leyva,Boyacá,232,Piedra_Concreto,923.9,63.7,16.0,31.4,Bajo
BIC-0228,Edificacion_Patrimonial_228,Santa Marta,Magdalena,153,Piedra_Ladrillo,911.2,79.3,19.7,271.6,Bajo
BIC-0229,Edificacion_Patrimonial_229,Barichara,Santander,156,Ladrillo,900.2,66.6,18.5,60.6,Bajo
BIC-0230,Edificacion_Patrimonial_230,Mompox,Bolívar,50,Ladrillo,1493.8,79.6,19.0,3.0,Bajo
BIC-0231,Edificacion_Patrimonial_231,Santa Marta,Magdalena,238,Mamposteria,876.0,83.1,19.5,350.4,Bajo
BIC-0232,Edificacion_Patrimonial_232,Santa Marta,Magdalena,172,Ladrillo,914.9,85.4,28.4,19.5,Medio
BIC-0233,Edificacion_Patrimonial_233,Santa Marta,Magdalena,219,Piedra_Concreto,1029.6,80.8,33.6,68.8,Bajo
BIC-0234,Edificacion_Patrimonial_234,Tunja,Boyacá,227,Piedra_Coralina,680.8,62.8,20.7,267.3,Bajo
BIC-0235,Edificacion_Patrimonial_235,Cartagena,Bolívar,238,Piedra_Coralina,1168.7,85.2,23.6,50.1,Medio
BIC-0236,Edificacion_Patrimonial_236,Cartagena,Bolívar,88,Piedra_Ladrillo,1079.7,87.0,32.5,152.5,Bajo
BIC-0237,Edificacion_Patrimonial_237,Tunja,Boyacá,279,Piedra_Concreto,695.4,63.8,29.6,39.6,Bajo
BIC-0238,Edificacion_Patrimonial_238,Mompox,Bolívar,233,Mamposteria,1257.0,87.6,21.4,57.2,Bajo
BIC-0239,Edificacion_Patrimonial_239,Tunja,Boyacá,137,Piedra_Coralina,662.6,64.1,20.2,39.2,Bajo
BIC-0240,Edificacion_Patrimonial_240,Cartagena,Bolívar,50,Piedra_Coralina,885.6,77.6,50.5,59.5,Medio
BIC-0241,Edificacion_Patrimonial_241,Tunja,Boyacá,98,Piedra_Ladrillo,517.7,73.2,30.1,96.6,Bajo
BIC-0242,Edificacion_Patrimonial_242,Cartagena,Bolívar,50,Piedra_Coralina,981.7,82.3,46.3,65.2,Medio
BIC-0243,Edificacion_Patrimonial_243,Cartagena,Bolívar,50,Piedra_Ladrillo,885.5,87.1,59.4,93.6,Bajo
BIC-0244,Edificacion_Patrimonial_244,Mompox,Bolívar,204,Piedra_Ladrillo,1257.5,82.7,18.9,261.8,Bajo
BIC-0245,Edificacion_Patrimonial_245,Cartagena,Bolívar,89,Ladrillo,1021.9,73.5,34.0,33.5,Bajo
BIC-0246,Edificacion_Patrimonial_246,Villa de Leyva,Boyacá,227,Piedra_Coralina,838.3,55.4,22.0,94.2,Bajo
BIC-0247,Edificacion_Patrimonial_247,Bogotá,Cundinamarca,70,Piedra_Coralina,934.1,70.1,52.8,20.0,Medio
BIC-0248,Edificacion_Patrimonial_248,Cali,Valle del Cauca,72,Adobe_Tapia,1535.1,82.2,47.2,11.3,Medio
BIC-0249,Edificacion_Patrimonial_249,Barichara,Santander,50,Adobe_Tapia,1144.0,61.9,20.5,164.0,Bajo
BIC-0250,Edificacion_Patrimonial_250,Cali,Valle del Cauca,103,Piedra_Concreto,1486.4,75.4,46.4,92.0,Bajo
BIC-0251,Edificacion_Patrimonial_251,Barichara,Santander,153,Adobe_Tapia,1104.1,58.5,8.4,94.4,Bajo
BIC-0252,Edificacion_Patrimonial_252,Santa Marta,Magdalena,241,Adobe_Tapia,949.9,78.6,37.5,27.0,Alto
BIC-0253,Edificacion_Patrimonial_253,Santa Marta,Magdalena,92,Piedra_Ladrillo,1069.5,78.5,42.5,110.1,Bajo
BIC-0254,Edificacion_Patrimonial_254,Villa de Leyva,Boyacá,169,Mamposteria,821.8,76.1,5.6,18.4,Medio
BIC-0255,Edificacion_Patrimonial_255,Popayán,Cauca,200,Piedra_Concreto,2141.4,77.1,23.7,2.4,Medio
BIC-0256,Edificacion_Patrimonial_256,Villa de Leyva,Boyacá,247,Piedra_Coralina,1062.3,57.3,20.7,49.6,Bajo
BIC-0257,Edificacion_Patrimonial_257,Mompox,Bolívar,142,Piedra_Ladrillo,1458.0,80.0,31.4,55.9,Bajo
BIC-0258,Edificacion_Patrimonial_258,Tunja,Boyacá,228,Piedra_Concreto,760.4,66.5,14.7,86.4,Bajo
BIC-0259,Edificacion_Patrimonial_259,Cali,Valle del Cauca,119,Piedra_Ladrillo,1459.6,70.1,34.9,25.7,Medio
BIC-0260,Edificacion_Patrimonial_260,Cali,Valle del Cauca,103,Piedra_Ladrillo,1460.2,69.2,45.3,161.1,Bajo
BIC-0261,Edificacion_Patrimonial_261,Barichara,Santander,168,Piedra_Ladrillo,944.4,63.7,23.3,76.1,Bajo
BIC-0262,Edificacion_Patrimonial_262,Medellín,Antioquia,56,Ladrillo,1526.7,71.5,79.5,131.2,Bajo
BIC-0263,Edificacion_Patrimonial_263,Popayán,Cauca,93,Piedra_Coralina,2094.4,80.8,25.8,19.3,Medio
BIC-0264,Edificacion_Patrimonial_264,Medellín,Antioquia,70,Piedra_Concreto,1712.9,63.4,60.8,59.9,Bajo
BIC-0265,Edificacion_Patrimonial_265,Cartagena,Bolívar,91,Piedra_Concreto,1173.6,87.5,41.1,262.0,Bajo
BIC-0266,Edificacion_Patrimonial_266,Cali,Valle del Cauca,107,Adobe_Tapia,1339.3,73.4,52.8,184.5,Bajo
BIC-0267,Edificacion_Patrimonial_267,Bogotá,Cundinamarca,335,Piedra_Ladrillo,879.3,76.0,51.9,13.7,Alto
BIC-0268,Edificacion_Patrimonial_268,Tunja,Boyacá,190,Adobe_Tapia,708.2,59.6,11.1,44.7,Bajo
BIC-0269,Edificacion_Patrimonial_269,Bogotá,Cundinamarca,50,Adobe_Tapia,890.8,69.5,33.5,91.8,Bajo
BIC-0270,Edificacion_Patrimonial_270,Medellín,Antioquia,216,Piedra_Ladrillo,1653.1,69.3,60.0,190.7,Medio
BIC-0271,Edificacion_Patrimonial_271,Mompox,Bolívar,156,Ladrillo,1190.1,88.6,12.1,202.5,Bajo
BIC-0272,Edificacion_Patrimonial_272,Cartagena,Bolívar,195,Adobe_Tapia,1110.0,79.5,32.6,51.6,Medio
BIC-0273,Edificacion_Patrimonial_273,Tunja,Boyacá,192,Mamposteria,560.2,65.1,19.9,102.4,Bajo
BIC-0274,Edificacion_Patrimonial_274,Cali,Valle del Cauca,131,Mamposteria,1499.8,85.3,42.0,144.7,Bajo
BIC-0275,Edificacion_Patrimonial_275,Popayán,Cauca,150,Mamposteria,1968.8,72.7,21.9,45.8,Bajo
BIC-0276,Edificacion_Patrimonial_276,Mompox,Bolívar,190,Ladrillo,1205.4,75.0,8.5,70.6,Bajo
BIC-0277,Edificacion_Patrimonial_277,Bogotá,Cundinamarca,74,Piedra_Coralina,825.6,69.0,61.0,96.7,Bajo
BIC-0278,Edificacion_Patrimonial_278,Bogotá,Cundinamarca,72,Piedra_Concreto,881.7,71.6,54.4,527.2,Bajo
BIC-0279,Edificacion_Patrimonial_279,Popayán,Cauca,161,Piedra_Ladrillo,2066.3,74.9,22.0,117.8,Bajo
BIC-0280,Edificacion_Patrimonial_280,Bogotá,Cundinamarca,151,Adobe_Tapia,767.1,67.3,64.1,97.8,Bajo
BIC-0281,Edificacion_Patrimonial_281,Villa de Leyva,Boyacá,50,Adobe_Tapia,993.4,58.2,15.8,45.8,Bajo
BIC-0282,Edificacion_Patrimonial_282,Cartagena,Bolívar,246,Piedra_Ladrillo,1018.3,86.4,42.6,2.0,Medio
BIC-0283,Edificacion_Patrimonial_283,Barichara,Santander,103,Piedra_Ladrillo,840.9,59.3,18.9,76.6,Bajo
BIC-0284,Edificacion_Patrimonial_284,Bogotá,Cundinamarca,70,Piedra_Coralina,836.9,65.2,75.6,186.0,Bajo
BIC-0285,Edificacion_Patrimonial_285,Mompox,Bolívar,147,Adobe_Tapia,1106.7,81.8,6.2,133.7,Bajo
BIC-0286,Edificacion_Patrimonial_286,Cali,Valle del Cauca,50,Piedra_Coralina,1435.5,68.6,22.2,153.7,Bajo
BIC-0287,Edificacion_Patrimonial_287,Barichara,Santander,96,Mamposteria,1204.0,59.0,33.3,29.4,Medio
BIC-0288,Edificacion_Patrimonial_288,Mompox,Bolívar,142,Piedra_Concreto,1292.1,91.1,27.1,225.5,Bajo
BIC-0289,Edificacion_Patrimonial_289,Barichara,Santander,254,Mamposteria,1256.2,62.2,7.5,16.3,Medio
BIC-0290,Edificacion_Patrimonial_290,Villa de Leyva,Boyacá,157,Mamposteria,1072.2,63.9,18.9,8.9,Medio
BIC-0291,Edificacion_Patrimonial_291,Medellín,Antioquia,120,Mamposteria,1668.5,61.3,50.3,43.0,Bajo
BIC-0292,Edificacion_Patrimonial_292,Bogotá,Cundinamarca,204,Mamposteria,955.8,72.7,50.6,10.4,Medio
BIC-0293,Edificacion_Patrimonial_293,Medellín,Antioquia,244,Adobe_Tapia,1721.9,73.0,52.4,98.0,Medio
BIC-0294,Edificacion_Patrimonial_294,Cartagena,Bolívar,50,Piedra_Concreto,999.8,83.4,25.7,149.0,Bajo
BIC-0295,Edificacion_Patrimonial_295,Mompox,Bolívar,186,Adobe_Tapia,1416.5,80.8,24.3,391.1,Medio
BIC-0296,Edificacion_Patrimonial_296,Mompox,Bolívar,266,Piedra_Coralina,1379.9,87.7,20.9,106.9,Medio
BIC-0297,Edificacion_Patrimonial_297,Barichara,Santander,120,Mamposteria,1016.1,56.8,-4.7,57.9,Bajo
BIC-0298,Edificacion_Patrimonial_298,Barichara,Santander,196,Adobe_Tapia,1114.8,59.6,11.7,22.0,Medio
BIC-0299,Edificacion_Patrimonial_299,Cali,Valle del Cauca,174,Adobe_Tapia,1561.6,77.3,39.2,197.6,Medio
BIC-0300,Edificacion_Patrimonial_300,Bogotá,Cundinamarca,217,Piedra_Concreto,758.6,81.1,53.6,130.4,Medio
BIC-0301,Edificacion_Patrimonial_301,Barichara,Santander,203,Adobe_Tapia,1217.3,62.9,2.0,417.8,Bajo
BIC-0302,Edificacion_Patrimonial_302,Santa Marta,Magdalena,142,Ladrillo,971.4,84.1,35.8,24.0,Medio
BIC-0303,Edificacion_Patrimonial_303,Medellín,Antioquia,249,Mamposteria,1652.1,69.5,77.0,89.2,Medio
BIC-0304,Edificacion_Patrimonial_304,Medellín,Antioquia,50,Mamposteria,1657.8,77.1,66.2,206.6,Bajo
BIC-0305,Edificacion_Patrimonial_305,Medellín,Antioquia,253,Ladrillo,1717.3,67.3,47.8,2.0,Medio
BIC-0306,Edificacion_Patrimonial_306,Bogotá,Cundinamarca,216,Piedra_Coralina,747.3,81.4,50.8,22.8,Alto
BIC-0307,Edificacion_Patrimonial_307,Bogotá,Cundinamarca,283,Adobe_Tapia,879.5,69.0,59.4,43.9,Medio
BIC-0308,Edificacion_Patrimonial_308,Barichara,Santander,172,Piedra_Coralina,1245.5,54.8,3.9,16.1,Bajo
BIC-0309,Edificacion_Patrimonial_309,Mompox,Bolívar,207,Piedra_Ladrillo,1162.7,92.6,11.0,217.3,Bajo
BIC-0310,Edificacion_Patrimonial_310,Cartagena,Bolívar,50,Mamposteria,1195.7,90.4,27.5,2.0,Medio
BIC-0311,Edificacion_Patrimonial_311,Popayán,Cauca,50,Piedra_Concreto,2226.3,75.2,50.6,102.8,Bajo
BIC-0312,Edificacion_Patrimonial_312,Popayán,Cauca,160,Adobe_Tapia,2031.2,87.3,43.9,92.5,Medio
BIC-0313,Edificacion_Patrimonial_313,Mompox,Bolívar,231,Piedra_Ladrillo,1259.3,87.9,9.5,69.0,Bajo
BIC-0314,Edificacion_Patrimonial_314,Santa Marta,Magdalena,239,Adobe_Tapia,915.1,84.7,36.8,72.8,Medio
BIC-0315,Edificacion_Patrimonial_315,Villa de Leyva,Boyacá,58,Adobe_Tapia,880.6,61.4,-0.7,9.3,Bajo
BIC-0316,Edificacion_Patrimonial_316,Cartagena,Bolívar,188,Piedra_Ladrillo,913.5,82.9,40.8,54.7,Bajo
BIC-0317,Edificacion_Patrimonial_317,Cali,Valle del Cauca,247,Ladrillo,1538.2,71.9,35.4,183.1,Bajo
BIC-0318,Edificacion_Patrimonial_318,Santa Marta,Magdalena,245,Piedra_Coralina,786.3,73.7,33.5,45.0,Bajo
BIC-0319,Edificacion_Patrimonial_319,Bogotá,Cundinamarca,161,Piedra_Ladrillo,663.2,76.6,53.5,30.0,Bajo
BIC-0320,Edificacion_Patrimonial_320,Cali,Valle del Cauca,232,Piedra_Ladrillo,1460.5,71.2,49.0,162.3,Medio
BIC-0321,Edificacion_Patrimonial_321,Bogotá,Cundinamarca,56,Piedra_Concreto,552.8,74.9,72.7,57.4,Bajo
BIC-0322,Edificacion_Patrimonial_322,Santa Marta,Magdalena,222,Adobe_Tapia,1057.8,81.8,19.0,14.5,Medio
BIC-0323,Edificacion_Patrimonial_323,Tunja,Boyacá,211,Piedra_Coralina,772.7,64.5,18.0,30.3,Bajo
BIC-0324,Edificacion_Patrimonial_324,Santa Marta,Magdalena,178,Adobe_Tapia,957.9,75.8,20.8,142.5,Medio
BIC-0325,Edificacion_Patrimonial_325,Tunja,Boyacá,269,Ladrillo,622.9,64.9,12.5,3.4,Medio
BIC-0326,Edificacion_Patrimonial_326,Villa de Leyva,Boyacá,158,Piedra_Ladrillo,786.9,56.2,7.7,230.1,Bajo
BIC-0327,Edificacion_Patrimonial_327,Cartagena,Bolívar,155,Ladrillo,1101.6,74.2,29.7,131.2,Bajo
BIC-0328,Edificacion_Patrimonial_328,Mompox,Bolívar,61,Mamposteria,1256.7,77.3,39.1,357.6,Bajo
BIC-0329,Edificacion_Patrimonial_329,Mompox,Bolívar,50,Adobe_Tapia,1316.5,80.3,6.9,190.1,Bajo
BIC-0330,Edificacion_Patrimonial_330,Tunja,Boyacá,231,Ladrillo,916.3,63.5,21.5,123.0,Bajo
BIC-0331,Edificacion_Patrimonial_331,Popayán,Cauca,83,Piedra_Ladrillo,2108.6,72.6,-4.2,18.1,Bajo
BIC-0332,Edificacion_Patrimonial_332,Bogotá,Cundinamarca,114,Adobe_Tapia,1041.0,83.8,44.7,78.8,Medio
BIC-0333,Edificacion_Patrimonial_333,Cartagena,Bolívar,151,Piedra_Ladrillo,977.2,81.1,48.7,5.3,Medio
BIC-0334,Edificacion_Patrimonial_334,Villa de Leyva,Boyacá,99,Ladrillo,960.2,61.5,12.9,40.1,Bajo
BIC-0335,Edificacion_Patrimonial_335,Tunja,Boyacá,159,Ladrillo,812.5,66.6,17.5,211.7,Bajo
BIC-0336,Edificacion_Patrimonial_336,Bogotá,Cundinamarca,121,Piedra_Coralina,891.1,76.6,54.7,147.8,Medio
BIC-0337,Edificacion_Patrimonial_337,Cali,Valle del Cauca,220,Ladrillo,1472.2,72.1,76.9,11.1,Medio
BIC-0338,Edificacion_Patrimonial_338,Medellín,Antioquia,233,Ladrillo,1700.5,74.5,54.3,333.8,Medio
BIC-0339,Edificacion_Patrimonial_339,Medellín,Antioquia,159,Piedra_Ladrillo,1506.2,72.6,53.3,86.2,Bajo
BIC-0340,Edificacion_Patrimonial_340,Santa Marta,Magdalena,245,Mamposteria,1033.7,83.8,28.1,76.1,Medio
BIC-0341,Edificacion_Patrimonial_341,Popayán,Cauca,188,Ladrillo,2015.4,74.8,35.3,194.6,Bajo
BIC-0342,Edificacion_Patrimonial_342,Mompox,Bolívar,128,Piedra_Coralina,1248.3,81.3,9.8,224.4,Bajo
BIC-0343,Edificacion_Patrimonial_343,Medellín,Antioquia,73,Adobe_Tapia,1692.4,78.3,49.3,8.7,Medio
BIC-0344,Edificacion_Patrimonial_344,Popayán,Cauca,165,Mamposteria,2124.1,80.6,25.1,54.1,Bajo
BIC-0345,Edificacion_Patrimonial_345,Popayán,Cauca,65,Piedra_Ladrillo,2142.8,77.1,34.9,17.7,Medio
BIC-0346,Edificacion_Patrimonial_346,Popayán,Cauca,152,Piedra_Coralina,2073.3,87.0,27.2,221.0,Medio
BIC-0347,Edificacion_Patrimonial_347,Villa de Leyva,Boyacá,165,Piedra_Concreto,864.7,66.7,15.0,171.0,Bajo
BIC-0348,Edificacion_Patrimonial_348,Tunja,Boyacá,294,Ladrillo,685.1,63.5,0.4,172.4,Bajo
BIC-0349,Edificacion_Patrimonial_349,Tunja,Boyacá,50,Piedra_Coralina,589.2,71.5,19.8,40.8,Bajo
BIC-0350,Edificacion_Patrimonial_350,Villa de Leyva,Boyacá,193,Piedra_Coralina,816.0,62.2,13.9,42.8,Bajo
BIC-0351,Edificacion_Patrimonial_351,Tunja,Boyacá,279,Piedra_Concreto,617.8,71.1,35.2,43.4,Medio
BIC-0352,Edificacion_Patrimonial_352,Cartagena,Bolívar,141,Piedra_Ladrillo,1172.5,82.2,36.4,13.5,Medio
BIC-0353,Edificacion_Patrimonial_353,Villa de Leyva,Boyacá,55,Piedra_Concreto,1018.8,62.7,20.0,19.2,Bajo
BIC-0354,Edificacion_Patrimonial_354,Tunja,Boyacá,117,Ladrillo,702.4,62.5,27.8,103.0,Bajo
BIC-0355,Edificacion_Patrimonial_355,Barichara,Santander,160,Piedra_Ladrillo,1293.9,57.0,8.2,3.4,Bajo
BIC-0356,Edificacion_Patrimonial_356,Barichara,Santander,232,Piedra_Concreto,968.3,65.6,21.7,109.4,Bajo
BIC-0357,Edificacion_Patrimonial_357,Cali,Valle del Cauca,182,Piedra_Concreto,1455.9,76.4,64.0,11.8,Medio
BIC-0358,Edificacion_Patrimonial_358,Mompox,Bolívar,50,Ladrillo,972.3,84.7,26.0,47.9,Bajo
BIC-0359,Edificacion_Patrimonial_359,Tunja,Boyacá,107,Piedra_Coralina,640.9,66.7,21.9,32.9,Bajo
BIC-0360,Edificacion_Patrimonial_360,Tunja,Boyacá,115,Piedra_Concreto,725.1,66.0,23.2,163.4,Bajo
BIC-0361,Edificacion_Patrimonial_361,Barichara,Santander,75,Piedra_Coralina,1208.6,59.3,23.1,206.2,Bajo
BIC-0362,Edificacion_Patrimonial_362,Cartagena,Bolívar,177,Piedra_Coralina,985.4,77.4,35.9,27.7,Medio
BIC-0363,Edificacion_Patrimonial_363,Santa Marta,Magdalena,148,Mamposteria,949.7,84.0,13.8,35.3,Bajo
BIC-0364,Edificacion_Patrimonial_364,Mompox,Bolívar,234,Ladrillo,1113.6,86.1,24.0,89.9,Bajo
BIC-0365,Edificacion_Patrimonial_365,Medellín,Antioquia,141,Piedra_Concreto,1633.1,68.4,71.6,6.6,Medio
BIC-0366,Edificacion_Patrimonial_366,Cartagena,Bolívar,177,Ladrillo,1166.4,83.3,41.4,176.8,Bajo
BIC-0367,Edificacion_Patrimonial_367,Medellín,Antioquia,165,Ladrillo,1750.1,54.5,66.8,38.1,Bajo
BIC-0368,Edificacion_Patrimonial_368,Cartagena,Bolívar,267,Piedra_Ladrillo,1014.8,86.4,37.3,58.6,Medio
BIC-0369,Edificacion_Patrimonial_369,Tunja,Boyacá,278,Piedra_Coralina,781.5,73.2,27.4,27.1,Medio
BIC-0370,Edificacion_Patrimonial_370,Popayán,Cauca,72,Piedra_Coralina,2103.0,76.7,1.0,105.6,Bajo
BIC-0371,Edificacion_Patrimonial_371,Tunja,Boyacá,159,Adobe_Tapia,705.1,65.2,37.0,100.5,Bajo
BIC-0372,Edificacion_Patrimonial_372,Popayán,Cauca,141,Adobe_Tapia,2081.6,75.8,2.9,4.7,Medio
BIC-0373,Edificacion_Patrimonial_373,Medellín,Antioquia,115,Piedra_Ladrillo,1580.8,61.0,59.2,94.4,Bajo
BIC-0374,Edificacion_Patrimonial_374,Cartagena,Bolívar,78,Adobe_Tapia,983.1,81.0,35.1,2.0,Medio
BIC-0375,Edificacion_Patrimonial_375,Villa de Leyva,Boyacá,125,Piedra_Coralina,824.8,66.6,31.4,71.9,Bajo
BIC-0376,Edificacion_Patrimonial_376,Tunja,Boyacá,180,Mamposteria,632.0,61.1,18.1,96.0,Bajo
BIC-0377,Edificacion_Patrimonial_377,Santa Marta,Magdalena,124,Adobe_Tapia,900.4,85.4,30.2,68.0,Medio
BIC-0378,Edificacion_Patrimonial_378,Barichara,Santander,118,Piedra_Coralina,1034.7,55.1,-3.6,52.9,Bajo
BIC-0379,Edificacion_Patrimonial_379,Villa de Leyva,Boyacá,171,Piedra_Ladrillo,950.9,57.1,27.0,173.6,Bajo
BIC-0380,Edificacion_Patrimonial_380,Villa de Leyva,Boyacá,161,Mamposteria,838.5,61.5,21.4,48.4,Bajo
BIC-0381,Edificacion_Patrimonial_381,Santa Marta,Magdalena,50,Piedra_Coralina,908.1,78.9,20.1,139.1,Bajo
BIC-0382,Edificacion_Patrimonial_382,Popayán,Cauca,190,Ladrillo,2083.2,84.1,36.6,44.9,Bajo
BIC-0383,Edificacion_Patrimonial_383,Cartagena,Bolívar,142,Mamposteria,1051.9,85.5,37.3,94.8,Bajo
BIC-0384,Edificacion_Patrimonial_384,Medellín,Antioquia,180,Mamposteria,1713.7,68.3,52.6,15.3,Medio
BIC-0385,Edificacion_Patrimonial_385,Cartagena,Bolívar,147,Piedra_Ladrillo,1029.2,81.4,16.2,86.1,Bajo
BIC-0386,Edificacion_Patrimonial_386,Villa de Leyva,Boyacá,50,Piedra_Concreto,973.3,69.3,30.9,186.8,Bajo
BIC-0387,Edificacion_Patrimonial_387,Cartagena,Bolívar,98,Adobe_Tapia,1227.5,76.0,44.2,36.6,Medio
BIC-0388,Edificacion_Patrimonial_388,Tunja,Boyacá,128,Piedra_Ladrillo,793.3,67.6,24.9,194.9,Bajo
BIC-0389,Edificacion_Patrimonial_389,Santa Marta,Magdalena,139,Piedra_Ladrillo,1061.1,84.0,12.5,46.4,Bajo
BIC-0390,Edificacion_Patrimonial_390,Cali,Valle del Cauca,276,Piedra_Concreto,1558.0,68.1,59.8,18.3,Medio
BIC-0391,Edificacion_Patrimonial_391,Cali,Valle del Cauca,61,Piedra_Ladrillo,1458.5,71.5,52.8,16.8,Medio
BIC-0392,Edificacion_Patrimonial_392,Mompox,Bolívar,153,Mamposteria,1183.9,76.9,27.1,7.4,Medio
BIC-0393,Edificacion_Patrimonial_393,Cartagena,Bolívar,50,Mamposteria,969.4,86.8,51.2,45.3,Bajo
BIC-0394,Edificacion_Patrimonial_394,Barichara,Santander,301,Piedra_Concreto,1053.8,61.8,3.5,2.8,Medio
BIC-0395,Edificacion_Patrimonial_395,Santa Marta,Magdalena,193,Mamposteria,980.6,77.8,28.9,3.1,Medio
BIC-0396,Edificacion_Patrimonial_396,Popayán,Cauca,62,Piedra_Ladrillo,2063.8,69.0,21.5,230.3,Bajo
BIC-0397,Edificacion_Patrimonial_397,Cartagena,Bolívar,205,Piedra_Concreto,1016.6,87.9,38.7,413.6,Medio
BIC-0398,Edificacion_Patrimonial_398,Santa Marta,Magdalena,50,Piedra_Coralina,831.4,82.6,9.6,16.7,Medio
BIC-0399,Edificacion_Patrimonial_399,Tunja,Boyacá,288,Piedra_Concreto,873.1,68.2,25.0,58.1,Bajo
BIC-0400,Edificacion_Patrimonial_400,Bogotá,Cundinamarca,64,Piedra_Coralina,752.7,68.7,46.3,339.4,Bajo
BIC-0401,Edificacion_Patrimonial_401,Bogotá,Cundinamarca,50,Mamposteria,914.8,69.6,57.4,58.7,Bajo
BIC-0402,Edificacion_Patrimonial_402,Barichara,Santander,133,Piedra_Concreto,1333.4,63.5,24.0,84.3,Bajo
BIC-0403,Edificacion_Patrimonial_403,Mompox,Bolívar,51,Ladrillo,1249.7,81.7,13.9,64.5,Bajo
BIC-0404,Edificacion_Patrimonial_404,Popayán,Cauca,50,Piedra_Coralina,2124.1,79.3,42.7,204.0,Bajo
BIC-0405,Edificacion_Patrimonial_405,Barichara,Santander,174,Piedra_Ladrillo,1060.8,63.3,11.6,32.3,Bajo
BIC-0406,Edificacion_Patrimonial_406,Mompox,Bolívar,140,Adobe_Tapia,1082.7,83.9,18.9,199.2,Medio
BIC-0407,Edificacion_Patrimonial_407,Cartagena,Bolívar,50,Mamposteria,1176.2,77.5,28.5,143.5,Bajo
BIC-0408,Edificacion_Patrimonial_408,Villa de Leyva,Boyacá,169,Ladrillo,658.0,78.6,15.3,200.7,Bajo
BIC-0409,Edificacion_Patrimonial_409,Barichara,Santander,145,Piedra_Ladrillo,1128.6,64.6,21.5,85.2,Bajo
BIC-0410,Edificacion_Patrimonial_410,Medellín,Antioquia,243,Piedra_Coralina,1629.6,67.3,70.0,71.4,Medio
BIC-0411,Edificacion_Patrimonial_411,Santa Marta,Magdalena,202,Piedra_Concreto,999.5,79.9,26.1,116.4,Bajo
BIC-0412,Edificacion_Patrimonial_412,Medellín,Antioquia,226,Ladrillo,1760.1,66.0,52.5,44.4,Medio
BIC-0413,Edificacion_Patrimonial_413,Medellín,Antioquia,99,Adobe_Tapia,1736.2,72.8,65.1,34.9,Bajo
BIC-0414,Edificacion_Patrimonial_414,Cartagena,Bolívar,191,Mamposteria,1121.6,84.1,29.1,146.5,Bajo
